StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
37026,1,20000448,1,2015,Will Bynum,WAS,PG,0,20000001,2017-11-07T10:35:39,7,76.3,96,61,14.6,45.3,47.2,47.2,14.6,32.2,66.5,0.0,13.2,0.0,4.3,8.5,73.1,4.3,8.5,12.8,7.4,14.1,10.8,26.3,2.1,2.1,11.7,13.2,32.2,47.9,48.7,11.5,62.0,1.6,2.6,28.7,40.8,79.2,82.6,79.2,-73.1,0.0,0.0,,False,,Scrambled
37197,1,20000449,1,2015,Kris Humphries,WAS,PF,17,20000001,2017-11-07T10:35:39,64,1704.3,1965,85,308.5,652.1,69.2,69.2,308.5,641.8,70.3,0.0,10.2,0.0,127.2,171.1,108.8,172.5,435.7,608.2,14.8,35.7,25.5,83.3,49.7,36.6,67.3,190.1,744.2,727.3,74.9,23.3,14.4,2.8,3.2,12.4,27.0,1790.5,1774.9,1790.5,-128.7,6.4,0.0,,False,,Scrambled
36890,1,20000450,1,2015,Martell Webster,WAS,SF,0,20000001,2017-11-07T10:35:39,32,264.2,513,56,35.1,133.0,38.6,46.6,20.5,70.2,42.7,14.6,62.9,34.1,70.2,93.6,109.6,14.6,52.6,67.3,7.0,16.5,10.8,24.9,10.2,2.1,32.2,35.1,155.0,174.2,65.1,13.4,14.4,2.2,0.5,22.8,26.8,275.9,290.9,275.9,-197.4,0.0,0.0,,False,,Scrambled
37070,1,20000451,1,2015,DeJuan Blair,WAS,C,0,20000001,2017-11-07T10:35:39,29,191.1,263,34,38.0,83.3,66.7,66.7,38.0,83.3,66.7,0.0,0.0,0.0,8.5,12.8,97.5,23.4,58.5,81.9,14.9,35.7,25.6,6.4,10.2,2.1,19.0,59.9,81.9,87.2,68.9,12.1,5.5,4.3,0.9,26.2,26.9,202.8,204.7,202.8,-89.2,0.0,0.0,,False,,Scrambled
37133,1,20000452,1,2015,Garrett Temple,WAS,SG,18,20000001,2017-11-07T10:35:39,52,678.4,1075,48,99.4,248.5,58.5,72.2,51.2,119.9,62.4,48.2,128.7,54.8,51.2,70.2,106.6,35.1,96.5,131.6,8.0,14.4,10.1,81.9,61.4,13.2,49.7,111.1,298.2,279.4,78.1,16.4,16.0,6.3,2.1,22.1,20.4,752.9,733.9,752.9,-71.6,0.0,0.0,,False,,Scrambled
36952,10,20000453,1,2015,Terrence Ross,TOR,SG,61,20000010,2017-11-07T10:35:39,82,1892.1,3057,73,451.8,1100.9,59.9,74.1,239.8,530.7,66.1,212.0,570.2,54.4,64.3,81.9,114.9,46.8,283.6,330.4,3.8,15.6,13.3,125.7,77.5,36.6,100.9,198.8,1179.8,1136.9,75.9,16.3,13.8,2.8,2.0,11.9,27.0,2006.2,2065.1,2006.2,54.1,0.0,0.0,,False,,Scrambled
37011,10,20000454,1,2015,Tyler Hansbrough,TOR,PF,8,20000010,2017-11-07T10:35:39,74,1008.0,1545,53,125.7,241.2,76.2,76.2,124.3,231.0,78.7,2.1,10.2,20.9,141.8,203.2,102.0,155.0,232.5,387.4,16.9,25.3,21.1,30.7,43.9,21.9,29.2,206.1,394.7,330.6,87.3,19.3,6.0,3.1,2.4,11.9,15.5,1073.8,1047.2,1073.8,282.2,4.3,0.0,,False,,Scrambled
36828,10,20000455,1,2015,Jonas Valanciunas,TOR,C,80,20000010,2017-11-07T10:35:39,80,2924.1,3063,79,545.3,953.2,83.6,83.6,545.3,951.8,83.8,0.0,2.1,0.0,317.3,403.5,114.9,314.3,698.8,1013.2,17.3,38.4,27.9,57.0,48.2,138.9,159.4,324.6,1407.9,1130.8,90.9,29.8,6.6,1.8,7.8,18.1,28.0,3111.3,3102.7,3111.3,-39.5,32.2,0.0,,False,,Scrambled
36897,10,20000456,1,2015,DeMar DeRozan,TOR,SG,60,20000010,2017-11-07T10:35:39,60,2752.1,3070,28,598.0,1447.4,60.4,62.3,561.4,1318.7,62.3,36.6,128.7,41.5,527.8,634.5,121.6,59.9,345.0,405.0,4.8,18.9,11.1,307.0,106.7,16.1,200.3,178.4,1760.2,1726.6,74.6,25.3,24.9,3.9,0.9,15.2,41.8,2874.9,2899.5,2874.9,191.5,8.5,0.0,,False,,Scrambled
37051,10,20000457,1,2015,Kyle Lowry,TOR,PG,70,20000010,2017-11-07T10:35:39,70,3535.3,3529,35,628.7,1524.9,60.2,69.6,435.7,953.2,66.8,193.0,571.6,49.4,368.4,456.1,118.1,78.9,400.6,479.5,5.5,19.1,11.4,691.5,159.4,19.0,252.9,309.9,1818.7,1725.6,77.0,28.0,47.4,5.0,0.9,18.7,37.3,3713.6,3815.1,3713.6,295.3,19.0,4.3,,False,,Scrambled
36765,10,20000458,1,2015,Amir Johnson,TOR,PF,72,20000010,2017-11-07T10:35:39,75,2211.6,2892,67,435.7,758.8,83.9,86.7,407.9,691.5,86.3,27.8,67.3,60.4,115.5,188.6,89.5,232.5,434.2,666.7,13.6,25.3,19.4,171.1,64.3,86.3,160.8,329.0,1014.6,841.8,88.0,22.3,13.7,2.5,5.1,23.5,23.1,2362.2,2352.4,2362.2,86.3,12.8,0.0,,False,,Scrambled
36953,10,20000459,1,2015,Lou Williams,TOR,SG,0,20000010,2017-11-07T10:35:39,80,2579.3,2946,48,548.2,1356.7,59.1,71.1,326.0,703.2,67.8,222.2,653.5,49.7,497.1,577.5,125.9,35.1,185.7,220.8,2.9,10.6,9.2,239.8,128.7,14.6,147.7,150.6,1815.8,1610.8,82.5,28.8,19.9,4.9,0.8,12.3,39.8,2722.5,2775.2,2722.5,435.7,0.0,0.0,,False,,Scrambled
37010,10,20000460,1,2015,Patrick Patterson,TOR,PF,4,20000010,2017-11-07T10:35:39,81,2272.1,3152,29,350.9,782.2,65.6,79.8,197.4,368.4,78.4,153.5,413.7,54.2,92.1,117.0,115.2,185.7,447.4,633.0,14.5,23.9,16.9,226.6,87.7,64.3,78.9,217.8,947.4,833.6,83.0,21.3,15.6,3.1,3.5,12.6,19.3,2424.1,2426.6,2424.1,369.9,6.4,0.0,,False,,Scrambled
36823,10,20000461,1,2015,Greivis Vasquez,TOR,PG,29,20000010,2017-11-07T10:35:39,82,2164.1,2909,61,432.8,1060.0,59.6,73.0,238.3,546.8,63.7,194.4,513.2,55.4,73.1,96.5,110.8,32.2,283.6,315.8,2.7,16.4,13.4,441.5,67.3,14.6,174.0,258.8,1133.0,1102.4,75.1,18.5,35.0,2.6,0.9,19.9,29.2,2245.9,2364.1,2245.9,105.3,0.0,0.0,,False,,Scrambled
36891,10,20000462,1,2015,Landry Fields,TOR,SF,9,20000010,2017-11-07T10:35:39,26,166.2,316,41,29.2,59.9,71.3,71.3,27.8,57.0,71.2,2.1,4.3,73.1,10.7,12.8,121.8,14.6,23.4,38.0,11.4,12.4,10.1,21.9,16.1,0.0,11.7,13.2,67.3,63.8,77.3,15.6,14.7,5.6,0.0,22.6,15.9,182.3,174.7,182.3,-114.0,0.0,0.0,,False,,Scrambled
37191,10,20000463,1,2015,Chuck Hayes,TOR,PF,0,20000010,2017-11-07T10:35:39,29,235.7,373,31,32.2,67.3,69.9,69.9,32.2,67.3,69.9,0.0,0.0,0.0,12.8,16.1,79.7,26.3,48.2,74.6,11.9,21.8,16.8,29.2,14.6,8.5,11.7,54.1,73.1,74.3,71.6,15.1,16.4,4.3,2.7,19.9,15.3,256.1,245.3,256.1,55.6,0.0,0.0,,False,,Scrambled
36754,10,20000464,1,2015,James Johnson,TOR,PF,17,20000010,2017-11-07T10:35:39,70,1716.2,2001,82,348.0,590.6,86.1,88.3,331.9,516.1,94.0,16.1,74.6,31.6,98.0,149.1,96.1,89.2,286.6,375.7,11.0,24.1,15.8,138.9,78.9,102.3,115.5,226.6,809.9,656.3,90.2,25.9,16.6,4.4,8.7,21.9,25.7,1897.5,1805.2,1897.5,214.9,4.3,0.0,,False,,Scrambled
36906,10,20000465,1,2015,Greg Stiemsma,TOR,C,0,20000010,2017-11-07T10:35:39,17,49.0,95,54,12.8,11.7,109.6,109.6,12.8,11.7,109.6,0.0,0.0,0.0,4.3,8.5,73.1,13.2,12.8,21.9,23.1,15.4,19.3,6.4,4.3,0.0,10.2,21.9,20.5,14.3,102.3,11.3,14.1,3.4,0.0,61.1,17.0,51.9,55.2,51.9,-39.5,0.0,0.0,,False,,Scrambled
37088,10,20000466,1,2015,Bruno Caboclo,TOR,SF,0,20000010,2017-11-07T10:35:39,8,15.2,34,37,8.5,17.5,48.7,61.0,4.3,13.2,32.5,4.3,6.4,97.5,0.0,0.0,0.0,2.1,2.1,4.3,10.5,10.5,10.5,0.0,0.0,2.1,8.5,6.4,14.6,17.5,61.0,-2.5,0.0,0.0,7.3,36.6,45.5,16.7,19.7,16.7,-39.5,0.0,0.0,,False,,Scrambled
36781,10,20000467,1,2015,Lucas Nogueira,TOR,C,0,20000010,2017-11-07T10:35:39,6,33.2,34,6,4.3,11.7,36.6,36.6,4.3,11.7,36.6,0.0,0.0,0.0,4.3,8.5,73.1,4.3,13.2,16.1,14.6,65.7,40.2,2.1,4.3,0.0,4.3,12.8,12.8,14.3,43.9,12.3,13.3,9.6,0.0,24.9,34.0,36.1,35.5,36.1,-16.1,0.0,0.0,,False,,Scrambled
36970,23,20000468,1,2015,Anthony Davis,NO,PF,68,20000023,2017-11-07T10:35:39,68,4707.2,3588,60,938.6,1752.9,78.2,78.2,937.1,1735.4,78.9,2.1,17.5,12.1,542.4,674.0,117.7,252.9,764.6,1017.6,11.7,35.3,23.5,217.8,146.2,292.4,138.9,206.1,2421.1,2049.5,86.4,44.2,16.9,4.6,13.2,13.6,40.9,5145.8,4920.4,5145.8,391.8,61.4,0.0,,False,,Scrambled
37145,23,20000469,1,2015,Quincy Pondexter,NO,SG,30,20000023,2017-11-07T10:35:39,75,1386.0,2621,42,274.9,653.5,61.6,76.5,141.8,296.8,69.9,133.0,356.7,54.5,103.8,140.4,108.2,77.5,207.6,285.1,7.2,13.1,13.2,137.4,27.8,35.1,74.6,219.3,786.6,715.3,80.4,14.3,11.2,1.2,2.2,13.8,20.2,1448.8,1504.0,1448.8,16.1,0.0,0.0,,False,,Scrambled
36714,23,20000470,1,2015,Omer Asik,NO,C,76,20000023,2017-11-07T10:35:39,76,2388.3,2896,76,311.4,602.3,75.6,75.6,311.4,602.3,75.6,0.0,0.0,0.0,191.5,329.0,85.1,356.7,736.8,1093.6,20.5,42.1,31.3,105.3,42.4,78.9,138.9,210.5,814.3,747.1,79.7,22.4,11.4,1.6,4.4,22.9,20.5,2509.7,2541.0,2509.7,27.8,19.0,0.0,,False,,Scrambled
37028,23,20000471,1,2015,Eric Gordon,NO,SG,60,20000023,2017-11-07T10:35:39,61,1985.8,2950,10,416.7,1014.6,60.1,75.0,210.5,554.1,55.6,206.1,460.5,65.5,156.4,194.4,117.7,40.9,191.5,232.5,3.4,10.7,9.6,334.8,73.1,20.5,178.4,212.0,1195.9,1100.2,79.5,18.4,25.7,2.8,1.1,20.4,29.1,2079.4,2191.9,2079.4,99.4,2.1,0.0,,False,,Scrambled
37087,23,20000472,1,2015,Tyreke Evans,NO,SG,76,20000023,2017-11-07T10:35:39,79,3832.9,3931,73,761.7,1703.2,65.4,69.7,660.8,1371.4,70.5,100.9,331.9,44.4,295.3,425.4,101.5,119.9,488.3,608.2,7.4,20.6,12.8,761.7,146.2,54.1,359.7,289.5,1919.6,1890.4,74.3,25.6,47.8,4.2,2.2,23.4,38.4,4033.2,4135.3,4033.2,242.7,26.3,2.1,,False,,Scrambled
36915,23,20000473,1,2015,Norris Cole,NO,PG,25,20000023,2017-11-07T10:35:39,75,1741.7,2677,16,336.3,815.8,60.2,67.5,255.8,558.5,67.0,80.4,257.3,45.6,84.8,118.4,104.7,19.0,213.5,232.5,1.7000000000000002,13.2,10.5,372.8,83.3,21.9,144.7,181.3,837.7,867.9,70.6,15.7,30.8,3.5,1.3,20.9,25.4,1846.9,1865.9,1846.9,-269.0,0.0,0.0,,False,,Scrambled
36977,23,20000474,1,2015,Jrue Holiday,NO,PG,37,20000023,2017-11-07T10:35:39,40,1821.7,1904,86,348.0,780.7,65.2,72.2,273.4,583.3,68.6,74.6,197.4,55.3,95.0,111.1,125.0,46.8,150.6,197.4,6.0,13.1,12.6,400.6,92.1,33.6,133.0,160.8,865.5,829.6,76.3,27.0,51.0,5.5,2.9,20.2,33.9,1947.4,1946.3,1947.4,144.7,10.7,0.0,,False,,Scrambled
37161,23,20000475,1,2015,Ryan Anderson,NO,PF,5,20000023,2017-11-07T10:35:39,61,1920.3,2447,57,425.4,1065.8,58.3,70.6,247.1,540.9,66.8,178.4,524.9,49.7,188.6,220.8,124.9,157.9,273.4,431.3,10.7,18.5,14.6,80.4,48.2,29.2,90.6,165.2,1217.8,1162.9,76.6,22.6,11.5,2.2,1.9,10.6,34.4,1997.8,2083.0,1997.8,-27.8,6.4,0.0,,False,,Scrambled
36857,23,20000476,1,2015,Dante Cunningham,NO,SF,27,20000023,2017-11-07T10:35:39,66,1247.4,2415,16,226.6,495.6,66.8,67.3,225.1,481.0,68.4,2.1,14.6,14.6,42.4,68.7,90.2,102.3,271.9,374.3,10.3,18.7,12.9,73.1,67.3,54.1,51.2,147.7,497.1,525.9,69.2,13.0,9.3,3.1,3.6,13.0,16.0,1368.7,1294.6,1368.7,-43.9,2.1,0.0,,False,,Scrambled
37045,23,20000477,1,2015,Alexis Ajinca,NO,C,8,20000023,2017-11-07T10:35:39,68,1413.0,1398,51,264.6,481.0,80.4,80.4,264.6,481.0,80.4,0.0,0.0,0.0,118.4,144.7,119.6,152.0,308.5,460.5,18.1,36.6,27.3,68.7,30.7,74.6,100.9,220.8,647.7,544.7,87.0,28.7,12.0,2.5,8.7,22.8,31.0,1518.3,1497.5,1518.3,-17.5,10.7,0.0,,False,,Scrambled
36730,23,20000478,1,2015,Luke Babbitt,NO,SF,19,20000023,2017-11-07T10:35:39,63,665.5,1212,53,134.5,280.7,70.0,92.8,48.2,112.6,62.7,86.3,168.1,75.0,19.0,27.8,100.0,17.5,144.7,162.3,3.5,19.8,11.1,35.1,24.9,16.1,38.0,92.1,374.3,292.9,93.3,16.1,9.1,2.3,2.1,16.8,18.3,706.4,735.8,706.4,-149.1,0.0,0.0,,False,,Scrambled
36924,23,20000479,1,2015,Toney Douglas,NO,PG,0,20000023,2017-11-07T10:35:39,12,195.0,257,50,27.8,74.6,54.5,63.0,20.5,48.2,62.0,10.7,26.3,40.6,11.7,19.0,89.9,4.3,29.2,32.2,2.7,18.8,10.3,35.1,16.1,8.5,14.6,29.2,74.6,82.9,65.9,16.4,29.3,7.0,3.7,21.9,25.4,217.0,207.6,217.0,10.2,0.0,0.0,,False,,Scrambled
36985,23,20000480,1,2015,Jimmer Fredette,NO,PG,0,20000023,2017-11-07T10:35:39,50,459.1,743,86,92.1,242.7,55.6,59.9,78.9,172.5,67.0,13.2,70.2,27.5,62.9,65.8,139.8,11.7,46.8,58.5,3.8,10.4,9.5,84.8,21.9,4.3,48.2,62.9,260.2,271.6,69.9,14.3,25.2,3.3,0.6000000000000001,22.0,28.8,483.9,492.7,483.9,61.4,0.0,0.0,,False,,Scrambled
36735,23,20000481,1,2015,Jeff Withey,NO,C,0,20000023,2017-11-07T10:35:39,37,326.5,377,53,46.8,93.6,73.1,73.1,46.8,93.6,73.1,0.0,0.0,0.0,49.7,73.1,99.4,33.6,59.9,93.6,14.8,26.3,20.5,16.1,8.5,26.3,17.5,38.0,143.3,125.7,83.3,25.3,13.7,1.7000000000000002,11.3,17.9,25.4,358.6,339.9,358.6,-61.4,0.0,0.0,,False,,Scrambled
36923,26,20000482,1,2015,Draymond Green,GS,PF,79,20000026,2017-11-07T10:35:39,79,3574.4,3640,4,495.6,1118.4,64.8,75.3,333.3,637.4,76.5,162.3,481.0,49.3,193.0,292.4,96.5,166.7,779.2,945.9,10.9,32.7,20.5,425.4,179.8,144.7,194.4,369.9,1346.5,1247.1,78.9,26.1,23.5,5.2,6.3,19.7,25.2,3899.0,3841.8,3899.0,1223.7,26.3,2.1,,False,,Scrambled
37106,26,20000483,1,2015,Harrison Barnes,GS,SF,82,20000026,2017-11-07T10:35:39,82,2388.3,3389,32,462.0,959.1,70.5,80.3,334.8,644.7,75.9,127.2,314.3,59.2,157.9,219.3,105.3,171.1,491.2,662.3,12.0,22.1,15.4,169.6,89.2,27.8,103.8,213.5,1209.1,1055.6,83.8,21.3,10.0,2.8,1.3,13.1,21.8,2505.3,2550.1,2505.3,776.3,12.8,0.0,,False,,Scrambled
36795,26,20000484,1,2015,Andrew Bogut,GS,C,65,20000026,2017-11-07T10:35:39,67,2253.8,2313,48,292.4,519.0,82.3,82.3,292.4,519.0,82.3,0.0,0.0,0.0,32.2,61.4,76.6,206.1,587.7,793.9,14.5,38.8,27.0,263.2,57.0,165.2,155.0,274.9,617.0,546.0,82.6,24.9,22.5,2.6,11.3,32.3,19.3,2476.0,2384.2,2476.0,785.1,12.8,0.0,,False,,Scrambled
36856,26,20000485,1,2015,Stephen Curry,GS,PG,80,20000026,2017-11-07T10:35:39,80,4892.9,3820,20,954.7,1960.5,71.2,86.8,536.6,1016.1,77.2,418.1,944.5,64.8,450.3,492.7,133.6,81.9,416.7,498.5,5.1,16.7,10.3,905.0,238.3,23.4,364.0,231.0,2777.8,2177.3,93.3,44.1,56.4,6.5,1.0,20.9,42.4,5154.6,5359.3,5154.6,1345.0,33.6,0.0,,False,,Scrambled
37169,26,20000486,1,2015,Klay Thompson,GS,SG,77,20000026,2017-11-07T10:35:39,77,3570.8,3588,54,880.1,1899.1,67.7,81.3,530.7,1102.3,70.3,349.4,796.8,64.2,329.0,374.3,128.5,39.5,321.6,361.1,2.6,13.7,11.6,324.6,127.2,87.7,217.8,178.4,2438.6,2063.8,86.4,33.1,21.4,3.7,3.9,13.9,40.5,3785.7,3874.7,3785.7,1134.5,2.1,0.0,,False,,Scrambled
36728,26,20000487,1,2015,Andre Iguodala,GS,SF,0,20000026,2017-11-07T10:35:39,77,2038.6,3023,51,337.7,725.2,68.1,78.9,229.5,415.2,80.8,108.2,309.9,51.0,99.4,166.7,87.1,64.3,311.4,375.7,5.0,15.7,14.3,333.3,130.1,36.6,128.7,146.2,883.0,798.5,80.8,19.5,21.4,4.5,1.9,20.3,19.5,2205.3,2175.8,2205.3,643.3,0.0,0.0,,False,,Scrambled
37040,26,20000488,1,2015,Shaun Livingston,GS,PG,2,20000026,2017-11-07T10:35:39,78,1615.7,2146,23,289.5,579.0,73.1,73.1,289.5,576.0,73.5,0.0,4.3,0.0,95.0,133.0,104.4,62.9,204.7,267.5,7.0,14.6,14.3,378.7,71.6,29.2,149.1,160.8,674.0,637.5,77.3,20.4,35.4,3.5,2.1,27.7,23.4,1716.5,1705.8,1716.5,74.6,2.1,0.0,,False,,Scrambled
37089,26,20000489,1,2015,Leandro Barbosa,GS,SG,1,20000026,2017-11-07T10:35:39,66,1138.5,1436,16,267.5,564.3,69.3,77.2,204.7,400.6,74.7,62.9,163.7,56.1,84.8,108.2,114.6,33.6,99.4,133.0,5.6,10.6,10.7,144.7,59.9,11.7,64.3,127.2,682.8,611.9,81.6,24.4,21.7,4.4,1.3,13.9,30.0,1210.1,1208.7,1210.1,-7.3,0.0,0.0,,False,,Scrambled
36778,26,20000490,1,2015,Festus Ezeli,GS,C,7,20000026,2017-11-07T10:35:39,46,682.0,735,56,111.1,203.2,80.0,80.0,111.1,203.2,80.0,0.0,0.0,0.0,71.6,114.0,91.8,87.7,138.9,226.6,19.4,28.8,24.3,13.2,10.2,61.4,46.8,112.6,293.9,253.4,84.6,25.6,5.3,1.5,13.2,22.8,26.0,753.7,716.7,753.7,20.5,0.0,0.0,,False,,Scrambled
36969,26,20000491,1,2015,Marreese Speights,GS,PF,9,20000026,2017-11-07T10:35:39,76,1922.5,1763,85,464.9,944.5,71.9,72.4,457.6,918.1,72.8,10.7,26.3,40.6,219.3,260.2,123.2,159.4,315.8,475.2,14.7,27.3,21.2,105.3,29.2,49.7,119.9,276.3,1156.4,1059.0,79.8,31.3,14.5,1.7000000000000002,4.4,14.9,42.6,2001.5,2012.1,2001.5,263.2,2.1,0.0,,False,,Scrambled
37160,26,20000492,1,2015,Justin Holiday,GS,SG,4,20000026,2017-11-07T10:35:39,59,714.3,961,39,133.0,343.6,56.6,67.3,81.9,184.2,64.9,51.2,159.4,46.9,54.1,65.8,120.2,17.5,89.2,106.7,4.3,14.2,12.8,70.2,58.5,17.5,42.4,78.9,371.3,372.5,72.8,19.4,14.7,6.4,2.9,14.9,27.5,790.4,766.5,790.4,-20.5,0.0,0.0,,False,,Scrambled
36849,26,20000493,1,2015,James Michael McAdoo,GS,SF,0,20000026,2017-11-07T10:35:39,15,192.1,200,15,35.1,64.3,79.7,79.7,35.1,64.3,79.7,0.0,0.0,0.0,20.5,36.6,81.9,21.9,32.2,54.1,17.8,24.5,21.3,4.3,10.7,13.2,12.8,30.7,90.6,80.4,82.5,28.0,4.5,3.8,10.4,14.4,28.4,212.6,199.2,212.6,16.1,0.0,0.0,,False,,Scrambled
